review,sentiment,tfidf_vector
"['piece', 'cinematic', 'beauty', 'show', 'quebec', 'culture', 'others', 'probably', 'work', 'come', 'la', 'belle', 'province', 'take', 'everybody', 'firstperson', 'experience', 'culture', 'point', 'wish', 'glue', 'hair', 'place', 'live', 'breathe', 'eat', 'everything', 'maurice', 'richard', 'book', 'well', 'short', 'im', 'glad', 'time', 'spend', 'study', 'french', 'high', 'school', 'require', 'read', 'languagesbr', 'think', 'brilliant', 'roch', 'carrier', 'narrate', 'story', 'molassesthick', 'accent', 'bring', 'lot', 'realism', 'story', 'animation', 'good', 'well', 'surrealist', 'bring', 'attention', 'idea', 'whimsical', 'daydream', 'fancy', 'better', 'days', 'go', 'bybr', 'symbol', 'culture', 'quebecoise', 'unsurpassed', 'one', 'almost', 'smell', 'tourtiere', 'cook', 'slowly', 'wood', 'stave', 'whole', 'film', 'deserve', 'endless', 'praise', 'make', 'people', 'proud', 'canadian', 'encourage', 'us', 'appreciate', 'finer', 'things', 'family', 'root', 'im', 'ontario', 'film', 'make', 'fall', 'love', 'quebec', 'maurice', 'richard', 'va', 'toujours', 'vivre', 'dans', 'nos', 'coeurs']",positive,[0. 0. 0. ... 0. 0. 0.]
"['like', 'movie', 'longer', 'actors', 'great', 'job', 'portia', 'de', 'rossi', 'fabulous', 'actress', 'kristoffer', 'polaha', 'hottie', 'didnt', 'look', 'like', 'john', '100', 'favor', 'distance', 'look', 'forward', 'see', 'big', 'screen', 'didnt', 'johns', 'charisma', 'definitely', 'charm', 'beautiful', 'eye', 'great', 'smile', 'remind', 'boyfriend', 'alot', 'ms', 'bissett', 'breathy', 'asthma', 'check', 'im', 'go', 'comment', 'darryl', 'hannah', 'character', 'mom', 'always', 'say', 'ya', 'cant', 'say', 'anything', 'nice', 'shut', 'hell', 'thats', 'im', 'gon', 'na', 'dobr', 'molly']",positive,[0. 0. 0. ... 0. 0. 0.]
"['offbeat', 'slowpaced', 'entertain', 'erotic', 'thriller', 'many', 'graphic', 'blasphemous', 'scenes', 'undoubtedly', 'disturb', 'viewers', 'however', 'itll', 'hard', 'even', 'appreciate', 'several', 'imaginative', 'sequence', 'film', 'contain', 'ignore', 'krabbes', 'firstrate', 'performance', 'verhoeven', 'maintain', 'intrigue', 'ambivalence', 'throughout', 'film', 'play', 'mean', 'heros', 'visionsomens', 'unfortunately', 'last', '5', 'minutes', 'everything', 'turn', 'blur', 'unsatisfying', 'end', 'certainly', 'good', 'rest', 'movie']",positive,[0. 0. 0. ... 0. 0. 0.]
"['totally', 'agree', 'poster', 'nemesis', 'one', 'best', 'christie', 'adaptations', 'superlative', 'plot', 'castbr', 'scene', 'involve', 'liz', 'fraser', 'mother', 'murder', 'victim', 'study', 'act', 'finest', 'level', 'underrate', 'woman', 'fave', 'brit', 'film', '1960s', 'never', 'get', 'mainstream', 'break', 'us', 'film', 'check', 'julie', 'andrewss', 'friend', '1964', 'americanization', 'emilybr', 'perfs', 'prod', 'chance', 'shine', 'without', 'peerless', 'ms', 'hickson', 'never', 'nommed', 'emmy', 'marple', 'work', 'shame', 'dig', 'lesbian', 'cid', 'agents']",positive,[0. 0. 0. ... 0. 0. 0.]
"['good', 'movie', 'classic', 'scifi', 'film', 'humor', 'action', 'everything', 'movie', 'offer', 'greater', 'number', 'alien', 'see', 'rebel', 'alliance', 'leaders', 'much', 'imperial', 'force', 'emperor', 'somewhat', 'original', 'character', 'like', 'ewoks', 'represent', 'somehow', 'indigenous', 'savage', 'vietnamese', 'excellent', 'reference', 'love', 'duel', 'vader', 'luke', 'best', 'saga', 'return', 'jedi', 'epilogue', 'first', 'trilogy', 'empire', 'finally', 'fall', 'also', 'appreciate', 'victory', 'celebration', 'fulfill', 'vaders', 'redemption', 'return', 'hi', 'anakin', 'skywalker', 'spirit', 'along', 'yoda', 'obiwan', 'give', 'sadness', 'tear', 'greatest', 'scenes', 'star', 'war', 'among', 'movie', 'vader', 'turn', 'emperor', 'luke', 'watch', 'find', 'comfort', 'see', 'obiwan', 'yoda', 'andhis', 'father', '1997', 'version', 'hayden', 'christenssen', 'next', 'best', 'scene', 'luke', 'rush', 'strike', 'back', 'darth', 'vader', 'protect', 'leia', 'deep', 'dark', 'side', 'film', 'despite', 'good', 'end', 'felt', 'much', 'meet', 'eye', 'always', 'john', 'williams', 'music', 'bring', 'classicism', 'star', 'war', 'universe']",positive,[0. 0. 0. ... 0. 0. 0.]
"['trailer', 'movie', 'didnt', 'movie', 'justice', 'movie', 'didnt', 'know', 'really', 'want', 'get', 'across', 'first', 'half', 'movie', 'light', 'romance', 'comedy', 'second', 'serious', 'romantic', 'drama', 'overall', 'impact', 'much', 'better', 'think', 'would', 'movie', 'date', 'movie', 'trailer', 'make', 'suspense', 'thriller', 'never', 'really', 'turn', 'kidman', 'one', 'favorites', 'course', 'im', 'bias', 'movie', 'prove', 'light', 'sensitive', 'somewhat', 'quirky', 'movie', 'deserve', 'better', 'three', 'four', 'star', '9502']",positive,[0. 0. 0. ... 0. 0. 0.]
"['aaron', 'spell', 'produce', 'make', 'television', 'western', 'get', 'awfully', 'plotty', 'seventy', 'three', 'minute', 'film', 'play', 'like', 'probable', 'fail', 'series', 'pilotbr', 'handsome', 'clint', 'walker', 'us', 'marshal', 'dave', 'harmon', 'wander', 'yuma', 'arizona', 'territory', 'time', 'kill', 'one', 'brothers', 'local', 'bigwig', 'rancher', 'trail', 'drivebr', 'walker', 'take', 'brother', 'jail', 'walker', 'also', 'meet', 'cute', 'homeless', 'mexican', 'kid', 'sleep', 'jailhouse', 'one', 'night', 'andres', 'snooze', 'villain', 'another', 'man', 'dress', 'army', 'blue', 'take', 'remain', 'brother', 'street', 'kill', 'pin', 'murder', 'walker', 'good', 'first', 'twenty', 'four', 'hours', 'job', 'walker', 'visit', 'local', 'army', 'fort', 'rankle', 'chain', 'commander', 'bigwig', 'hear', 'brothers', 'deaths', 'rid', 'back', 'town', 'time', 'get', 'chain', 'rankle', 'well', 'local', 'native', 'population', 'get', 'short', 'change', 'army', 'beef', 'also', 'get', 'rankle', 'chain', 'area', 'chain', 'get', 'rankle', 'walker', 'still', 'time', 'woo', 'local', 'hotel', 'owner', 'army', 'guy', 'involve', 'murder', 'end', 'dead', 'local', 'cattle', 'buyer', 'implicate', 'indians', 'lot', 'hesitant', 'speechify', 'climax', 'bring', 'unlikely', 'showdown', 'walker', 'must', 'prove', 'town', 'villainous', 'cattle', 'buyer', 'boss', 'someone', 'suspect', 'helpful', 'alongbr', 'semisubplot', 'involve', 'death', 'walkers', 'family', 'hand', 'army', 'raiders', 'think', 'would', 'force', 'behind', 'series', 'pick', 'instead', 'film', 'end', 'abruptly', 'keep', 'wait', 'scenes', 'next', 'weeks', 'excite', 'episode', 'fade', 'out', 'nonexistent', 'commercial', 'break', 'pace', 'story', 'jump', 'fitsbr', 'walker', 'handsome', 'rugged', 'voice', 'deeper', 'well', 'rest', 'cast', 'full', 'television', 'actors', 'probably', 'see', 'television', 'movies', 'much', 'action', 'pretty', 'lame', 'violence', 'tepid', 'first', 'brother', 'kill', 'get', 'shotgun', 'blast', 'midtorso', 'fall', 'without', 'scratch', 'expect', 'reservoir', 'dog', 'wrong', 'film', 'use', 'teach', 'children', 'evil', 'gun', 'speak', 'children', 'mexican', 'kid', 'go', 'cute', 'aneurysm', 'induce', 'annoyance', 'quicklybr', 'dislike', 'westerns', 'dislike', 'yuma', 'like', 'westerns', 'still', 'dislike', 'yuma', 'can', 'not', 'recommend', 'itbr', 'unrated', 'contain', 'physical', 'violence', 'gun', 'violencebr']",negative,[0. 0. 0. ... 0. 0. 0.]
"['kind', 'film', 'become', 'old', 'hat', 'hasnt', 'whole', 'thing', 'syrupy', 'nostalgia', 'turn', 'upon', 'kind', 'feedback', 'loopbr', 'sure', 'sound', 'like', 'good', 'idea', 'great', 'ensemble', 'cast', 'good', 'gag', 'human', 'drama', 'could', 'havemight', 'unfortunately', 'central', 'event', 'bind', 'together', 'like', 'big', 'chill', 'one', 'seminal', 'movies', 'spawn', 'copycat', 'film', 'like', 'one', 'end', 'want', 'see', 'one', 'two', 'particular', 'people', 'instead', 'get', 'short', 'take', 'everyone', 'superficiality', 'create', 'annoy', 'madden', 'belowaverage', 'script', 'doesnt', 'help']",negative,[0. 0. 0. ... 0. 0. 0.]
"['coen', 'brothers', 'truly', 'outdo', 'wonderful', 'saga', 'three', 'escape', 'convict', 'though', 'base', 'odyssey', 'ancient', 'work', 'homer', 'read', 'odyssey', 'able', 'follow', 'story', 'brothers', 'coen', 'weave', 'tapestry', 'celluloid', 'aural', 'delight', 'soundtrack', 'intrinsic', 'film', 'indeed', 'though', 'soundtrack', 'product', 'film', 'wrap', 'paper', 'character', 'wonderfully', 'exploit', 'harken', 'back', 'days', 'old', 'film', 'rich', 'character', 'actors', 'whose', 'appearance', 'film', 'add', 'richness', 'texture', 'authenticity', 'george', 'clooney', 'magnificent', 'grease', 'haired', 'everett', 'ulysses', 'mcgill', 'honest', 'con', 'run', 'whose', 'pompous', 'linguistics', 'vocabulary', 'comical', 'endear', 'brother', 'art', 'thou', 'easily', 'best', 'coen', 'film', 'date', 'well', 'clooneys', 'best', 'effort', 'clooney', 'good', 'enough', 'warrant', 'best', 'actor', 'nomination', 'tim', 'blake', 'nelsons', 'portrayal', 'dimwitted', 'friend', 'delmar', 'film', 'deserve', 'best', 'film', 'nod']",positive,[0. 0. 0. ... 0. 0. 0.]
"['beyond', 'cloud', 'many', 'ways', 'weirdest', 'film', 'ever', 'see', 'cult', 'appeal', 'gore', 'even', 'ideas', 'elements', 'combine', 'make', 'masterpiece', 'cinema', 'beyond', 'cloud', 'direct', 'michelangelo', 'antonioni', 'one', 'italys', 'famous', 'directors', 'however', 'give', 'film', 'quick', 'watchover', 'passively', 'mean', 'would', 'seem', 'one', 'melodramatic', 'often', 'pointless', 'romance', 'movie', 'deserve', 'great', 'attention', 'point', 'embrace', 'cheese', 'cheese', 'dont', 'mean', 'slice', 'whole', 'brick', 'cheddar', 'music', 'seem', 'like', 'italian', 'porno', 'story', 'dialogue', 'like', 'corny', 'japanese', 'soap', 'metaphors', 'obvious', 'want', 'smack', 'headbr', 'get', 'pass', 'engage', 'existential', 'work', 'art', 'cheese', 'feed', 'subtle', 'film', 'draw', 'attention', 'perfectly', 'need', 'know', 'basic', 'plot', 'four', 'chapters', 'unrelated', 'love', 'learn', 'matter', 'happen', 'say', 'people', 'can', 'not', 'communicate', 'instead', 'communicate', 'suppose', 'thats', 'dialogue', 'plot', 'cheesy', 'conversations', 'overly', 'irrational', 'lack', 'causality', 'people', 'reaction', 'overly', 'melodramaticbr', 'leave', 'film', 'think', 'maybe', 'life', 'one', 'big', 'melodrama', 'judge', 'feelings', 'towards', 'others', 'real', 'purposeful', 'hate', 'reason', 'hat', 'think', 'maybe', 'think', 'hate', 'stupid', 'arbitrary', 'word', 'melodramaticbr', 'melodrama', 'actually', 'existential', 'function', 'corny', 'romance', 'simply', 'human', 'interaction', 'put', 'magnify', 'glass', 'allow', 'us', 'see', 'futility', 'dobr', 'great', 'film', 'recommend']",positive,[0. 0. 0. ... 0. 0. 0.]
"['whats', 'like', 'movie', 'every', 'year', 'know', 'youre', 'go', 'get', 'one', 'two', 'yule', 'tide', 'movies', 'christmas', 'time', 'go', 'terrible', 'movie', 'definitely', 'fresh', 'new', 'idea', 'pull', 'pretty', 'well', 'funny', 'take', 'rich', 'young', 'guy', 'pay', 'family', 'simulate', 'real', 'christmas', 'good', 'money', 'like', 'cant', 'fun', 'things', 'winwin', 'situation', 'regular', 'family', 'get', 'six', 'figure', 'rich', 'guy', 'get', 'experience', 'christmas', 'like', 'imagine', 'ifbr', 'draw', 'latham', 'ben', 'affleck', 'incredibly', 'difficult', 'deal', 'riot', 'see', 'family', 'reluctantly', 'comply', 'absurd', 'demand', 'fun', 'funny', 'movie']",positive,[0. 0. 0. ... 0. 0. 0.]
"['queen', 'damnedakashaaaliyah', 'sexy', 'biggerdemanding', 'presence', 'catch', 'eye', 'attention', 'movie', 'fault', 'like', 'lack', 'explain', 'akashas', 'past', 'also', 'like', 'movie', 'didnt', 'really', 'explain', 'show', 'relationship', 'lestat', 'akasha', 'likeakashas', 'aaliyahs', 'role', 'sort', 'limit', 'movie', 'didnt', 'appear', '2nd', 'half', 'movie', 'top', 'herakashas', 'death', 'come', '2', 'quicklybut', 'like', 'akasha', 'fight', 'back', 'ancients', 'try', 'kill', 'book', 'last', 'fight', 'akasha', 'ancients', 'rather', 'bore', 'kill', 'akasha', 'like', '2', 'secsakashas', 'head', 'get', 'knock', '1', 'sec', 'lestat', 'turn', 'biggest', 'punk', 'worldbr', 'aaliyah', 'play', 'akasha', 'well', 'stuart', 'perfect', 'lestat', 'could', 'pick', 'better', 'akasha', 'lestat', 'rest', 'peace', 'aaliyah']",positive,[0. 0. 0. ... 0. 0. 0.]
"['see', 'film', 'countless', 'occasion', 'thoroughly', 'enjoy', 'time', 'mostly', 'due', 'lovely', 'erika', 'eleniak', 'great', 'actress', 'incredible', 'look', 'plus', 'film', 'star', 'tom', 'berenger', 'dennis', 'hopper', 'bind', 'entertain']",positive,[0. 0. 0. ... 0. 0. 0.]
"['marvelous', 'jam', 'stewart', 'vera', 'miles', 'vehicle', 'make', 'historical', 'film', 'deal', 'fbi', 'good', 'family', 'element', 'involve', '35', 'year', 'career', 'depict', 'stewart', 'filmbr', 'film', 'show', 'history', 'great', 'investigatory', 'agency', 'deal', 'airplane', 'bomb', 'plot', 'kill', 'indians', 'oklahoma', 'real', 'estate', 'gain', 'fight', 'organize', 'crime', 'nazis', 'communists', 'order', 'human', 'element', 'never', 'far', 'behind', 'stewart', 'wed', 'vera', 'miles', 'raise', '3', 'children', 'miles', 'heart', 'go', 'time', 'stewart', 'go', 'assignmentbr', 'look', 'brief', 'memorable', 'performance', 'murray', 'hamilton', 'years', 'later', 'appear', 'mr', 'robinson', '1967s', 'graduatebr', 'film', 'nothing', 'praise', 'j', 'edgar', 'hoover', 'certainly', 'bring', 'fbi', 'parbr', 'true', 'could', 'view', 'rightwing', 'propaganda', 'especially', 'stewarts', 'reallife', 'republican', 'view', 'well', 'do', 'historically', 'informative', 'view', 'family', 'well', 'depict']",positive,[0. 0. 0. ... 0. 0. 0.]
"['would', 'consider', 'fan', 'dean', 'koontz', 'read', 'number', 'novels', 'like', 'unfortunately', 'never', 'get', 'around', 'read', 'watchers', 'im', 'leave', 'choice', 'rate', 'film', 'merit', 'rather', 'compare', 'book', 'havent', 'read', 'go', 'expect', 'something', 'awful', 'didnt', 'exactly', 'get', 'brilliant', 'horror', 'film', 'lead', 'believe', 'fan', 'book', 'rat', 'film', 'right', 'watchers', 'entertain', 'somewhat', 'original', 'little', 'horror', 'movie', 'plot', 'obviously', 'take', 'influence', 'predator', 'begin', 'explosion', 'research', 'lab', 'long', 'rancher', 'kill', 'strange', 'beast', 'boyfriend', 'dead', 'man', 'daughter', 'pick', 'ultraintelligent', 'runaway', 'dog', 'secret', 'government', 'agency', 'soon', 'case', 'murder', 'continue', 'boy', 'continue', 'fascinate', 'dog', 'intelligence', 'somehow', 'tie', 'murder', 'agency', 'soon', 'tail', 'toobr', 'script', 'film', 'originally', 'write', 'paul', 'haggis', 'later', 'disown', 'dont', 'know', '\x96', 'write', 'nowhere', 'near', 'ridiculous', '2004', 'hit', 'crash', 'anyway', 'main', 'reason', 'film', 'work', 'undoubtedly', 'dog', 'aside', 'rather', 'cute', 'also', 'best', 'actor', 'film', 'corey', 'haim', 'hot', 'success', 'lose', 'boys', 'human', 'lead', 'actually', 'rather', 'good', 'chemistry', 'dog', 'although', 'little', 'bite', 'ridiculous', 'see', 'talk', 'way', 'film', 'plot', 'rather', 'convolute', 'film', 'little', 'bite', 'messy', 'ridiculousness', 'pull', 'awkward', 'moments', 'michael', 'ironside', 'also', 'appear', 'film', 'well', 'bad', 'cop', 'side', 'government', 'agents', 'monster', 'course', 'one', 'interest', 'things', 'film', 'way', 'go', 'around', 'kill', 'people', 'always', 'entertain', 'gory', 'although', 'unfortunately', 'dont', 'get', 'see', 'lot', 'finally', 'rather', 'disappoint', 'obviously', 'filmmakers', 'see', 'bigfoot', 'hendersons', 'still', 'sort', 'film', 'easily', 'enjoy', 'despite', 'numerous', 'problems', 'id', 'recommend', 'undiscerning', 'viewer', 'eighties', 'horror']",positive,[0. 0. 0. ... 0. 0. 0.]
"['hate', 'movie', 'nothing', 'like', 'book', 'think', 'make', 'mad', 'watch', 'movie', 'read', 'book', 'yeah', 'good', 'movie', 'kings', 'book', 'amaze', 'movie', 'nothing', 'like', 'mean', 'general', 'mean', 'might', 'sort', 'similar', 'aspects', 'movie', 'completely', 'different', 'end', 'example', 'book', 'extremely', 'intense', 'danny', 'wendy', 'escape', 'second', 'hotel', 'explode', 'horrible', 'movie', 'version', 'jack', 'like', 'take', 'stupid', 'maze', 'yeah', 'maze', 'book', 'reason', 'another', 'part', 'make', 'angry', 'jack', 'kill', 'mr', 'halloran', 'heck', 'basically', 'hero', 'book', 'kill', 'like', 'wasnt', 'important', 'overall', 'bad', 'movie', 'extremely']",negative,[0. 0. 0. ... 0. 0. 0.]
"['read', 'book', 'open', 'fresh', 'interpretation', 'director', 'give', 'medium', 'film', 'letter', 'reproductions', 'literatureon', 'particular', 'film', 'happy', 'holocaust', 'occur', 'russia', 'neighbor', 'countries', 'finally', 'receive', 'attention', 'nazis', 'particularly', 'cruel', 'russians', 'russian', 'jews', 'read', 'histories', 'see', 'monuments', 'build', 'smolensk', 'nearby', 'regions', 'understand', 'movie', 'many', 'keep', 'silent', 'shouldve', 'speak', 'upbr', 'certainly', 'time', 'chronicle', 'hope', 'stories', 'come', 'high', 'time']",positive,[0. 0. 0. ... 0. 0. 0.]
"['eye', 'almost', 'perfect', 'example', 'hollywood', 'ego', 'beat', 'new', 'king', 'kong', 'movie', 'superman', 'original', 'super', 'hero', 'deserve', 'treat', 'respect', 'even', 'though', 'wear', 'tights', 'brandon', 'routh', 'worst', 'superman', 'ive', 'ever', 'see', 'start', 'movie', 'u', 'wan', 'na', 'shove', 'chunk', 'kryptonite', 'throat', 'look', 'silly', 'wear', 'costume', 'enough', 'kate', 'bosworth', 'bad', 'choise', 'lois', 'lane', 'suppose', 'hard', 'ass', 'reporter', 'movie', 'look', 'like', 'schoolgirl', 'plot', 'weak', 'predictable', 'wow', 'actually', 'supermans', 'son', 'would', 'ever', 'think', 'act', 'horrible', 'movie', 'one', 'good', 'thing', 'go', 'name', 'kevin', 'spacey', 'portrayal', 'lex', 'luthor', 'brilliant', 'even', 'could', 'save', 'movie', 'movie', 'need', 'cast', 'lois', 'clark', 'except', 'kevin', 'spacey', 'course', 'different', 'story', 'watch', 'movie', 'watch', 'hill', 'eye', 'chock', 'learn', 'exist', 'worse', 'movies']",negative,[0. 0. 0. ... 0. 0. 0.]
"['12', 'grand', 'cost', 'new', 'car', 'new', 'car', 'jake', 'west', 'need', 'escape', 'hordes', 'angry', 'villagers', 'desperate', 'blood', 'may', 'say', 'film', 'could', 'attract', 'bad', 'good', 'status', 'opinion', 'proud', 'owner', 'bad', 'bad', 'label']",negative,[0. 0. 0. ... 0. 0. 0.]
"['id', 'never', 'hear', 'zero', 'budget', 'auteur', 'neil', 'johnson', 'see', 'battlespace', 'dvd', 'hollywood', 'video', 'minutes', 'movie', 'realize', 'isnt', 'bad', 'thing', 'like', 'many', 'straight', 'video', 'scifi', 'movies', 'film', 'dominate', 'largely', 'overuse', 'bad', 'special', 'effect', 'constant', 'parade', 'pretentious', 'scifi', 'concepts', 'fail', 'create', 'storybr', 'viewers', 'torture', 'religious', 'sound', 'text', 'introduction', 'speak', 'introduction', 'follow', 'narration', 'main', 'character', 'daughter', 'seem', 'like', 'smoke', 'screen', 'mask', 'film', 'militantly', 'ugly', 'visuals', 'zero', 'character', 'emphasis', 'people', 'seem', 'ready', 'take', 'film', 'seriously', 'swallow', 'seemingly', 'new', 'age', 'message', 'hook', 'line', 'sinker', 'favorable', 'review', 'must', 'come', 'kind', 'people', 'delude', 'think', 'things', 'like', 'battlefield', 'earth', 'brilliant', 'movie', 'shasta', 'good', 'cokebr', 'lure', 'cheesy', 'cover', 'art', 'look', 'forward', 'lousy', 'act', 'small', 'dose', 'space', 'long', 'block', 'people', 'talk', 'rotten', 'computer', 'animate', 'effect', 'extra', 'large', 'dose', 'irritate', 'talk', 'computers', 'wont', 'get', 'excitement', 'emotional', 'stimulation', 'memorable', 'dialogue', 'good', 'storybr', 'battlespace', 'impenetrable', 'bull', 'constant', 'irritant', 'narration', 'prove', 'real', 'science', 'fiction', 'hell', 'real', 'filmmaking', 'character', 'dialogue', 'special', 'effect', 'dull', 'predictions', 'right', 'similar', 'direct', 'video', 'scifi', 'like', 'clone', 'recon', '2022', 'boredom', 'strange', 'horizons', 'alien', 'visitor', 'something', 'seek', 'mean', 'watch', 'crap', 'enjoy', 'good', 'storytelling', 'hate', 'fake', 'lens', 'flare', 'youre', 'better', 'real', 'movie']",negative,[0. 0. 0. ... 0. 0. 0.]
"['opposite', 'end', 'spectrum', 'raiders', 'lose', 'ark', 'david', 'hemmings', 'utterly', 'inferior', 'adventure', 'regard', 'salvage', 'world', 'war', 'iiera', 'plane', 'valuable', 'cargo', 'assets', 'include', 'beautiful', 'new', 'zealand', 'settings', 'brian', 'mays', 'energetic', 'music', 'score', 'dandy', 'helicopter', 'fly', 'jet', 'boat', 'chase', 'bad', 'however', 'far', 'outweigh', 'good', 'donald', 'pleasence', 'ham', 'perhaps', 'never', 'half', 'dialog', 'almost', 'unintelligible', 'george', 'peppard', 'attempt', 'australian', 'think', 'accent', 'give', 'halfway', 'lesley', 'ann', 'warren', 'irritate', 'ken', 'wahl', 'well', 'ken', 'wahl', 'dialog', 'painful', 'hear', 'hemmings', 'direction', 'largely', 'inept', 'script', 'obvious', 'terrible', 'joke', 'fall', 'flat', 'scenes', 'carry', 'punch', 'continuity', 'virtually', 'nonexistent', 'accord', 'end', 'credit', 'two', 'men', 'kill', 'pilot', 'jet', 'boat', 'make', 'film', 'waste']",negative,[0. 0. 0. ... 0. 0. 0.]
"['it´s', 'joke', 'right', 'lynch', 'could', 'get', 'produce', 'tv', 'show', 'money', 'well', 'receive', 'somehow', 'dollars', 'complete', 'pilot', 'create', 'mess', 'mix', 'everything', 'together', 'anybody', 'see', 'fail', 'pilot', 'tv', 'cinematic', 'masterpiecebr', 'everybody', 'guess', 'deeper', 'mean', 'well', 'wake', 'none', 'like', 'tv', 'series', 'lynch', 'name', 'procedure', 'build', 'mystery', 'come', 'nothing', 'guess', 'lynch', 'repeat', 'concept', 'people', 'realise', 'emperor', 'clothe', 'germany', 'comedian', 'call', 'harpe', 'kerkerling', 'dress', 'opera', 'singer', 'perform', 'new', 'art', 'songs', 'sing', 'complete', 'nonsense', 'like', 'wolf', 'lamb', 'meadow', 'hurrz', 'it´s', 'classic', 'anyway', 'afterwards', 'discuss', 'audience', 'talk', 'seriously', 'deeper', 'mean', 'wolf', 'lamb', 'relationshipbr', 'people', 'give', 'movie', 'rat', '80', 'imdbcom', 'people', 'could', 'one', 'let´s', 'say', 'together', 'hurrzbr', '010', 'macaulay', 'j', 'connor']",negative,[0. 0. 0. ... 0. 0. 0.]
"['saw', 'movie', 'night', 'honestly', 'say', 'one', 'worst', 'film', 'ive', 'ever', 'see', 'act', 'fair', 'plot', 'totally', 'ridiculous', 'killer', 'bear', 'energy', 'use', 'make', 'movie', 'film', 'burn', 'killer', 'die', 'unbelievable', 'character', 'underdevelop', 'say', 'leastfor', 'example', 'sudden', 'man', 'mention', 'arent', 'try', 'complete', 'film', 'mother', 'couldnt', 'suppose', 'go', 'along', 'idea', 'daughter', 'half', 'way', 'film', 'movie', 'really', 'didnt', 'spotlight', 'anyone', 'didnt', 'know', 'anything', 'main', 'people', 'survive', 'except', 'ringwalds', 'character', 'whiney', 'actress', 'guy', 'set', 'people', 'die', 'raffy', 'want', 'director', 'like', 'mother', 'truly', 'dive', 'know', 'seem', 'things', 'rush', 'get', 'killings', 'whole', 'plot', 'entirely', 'weak', 'taste', 'extremely', 'disappoint', 'anyone', 'enjoy', 'piece', 'crap', 'obviously', 'need', 'learn', 'thing', 'two', 'film', 'make', 'cant', 'believe', 'anyone', 'would', 'agree', 'star', 'even', 'work', 'picture', 'funny', 'scary', 'cliche', 'entire', 'film', 'find', 'predict', 'would', 'happen', 'scene', 'believe', 'wasnt', 'hard', 'disgrace', 'im', 'deeply', 'sorry', 'waste', 'hour', 'half', 'watch', 'mess', '110']",negative,[0. 0. 0. ... 0. 0. 0.]
"['cool', 'j', 'perform', 'much', 'better', 'movie', 'expect', 'fabulous', 'job', 'act', 'renegade', 'cop', 'within', 'renegade', 'department', 'begin', 'great', 'job', 'build', 'viewer', 'empathy', 'character', 'predicament', 'hes', 'act', 'sort', 'gentle', 'giant', 'person', 'whose', 'rough', 'exterior', 'scare', 'anybody', 'yet', 'whose', 'heart', 'clearly', 'right', 'place', 'start', 'amaze', 'job', 'quite', 'clearly', 'best', 'character', 'moviebr', 'certainly', 'performance', 'win', 'morgan', 'freeman', 'award', 'star', 'powerhouse', 'film', 'like', 'shawshank', 'redemption', 'film', 'certainly', 'step', 'role', 'edison', 'simply', 'allow', 'show', 'true', 'talents', 'actor', 'term', 'conglomeration', 'character', 'place', 'sadly', 'back', 'burner', 'many', 'ways', 'character', 'moses', 'ashford', 'could', 'take', 'pivotal', 'role', 'didnt', 'disappoint', 'true', 'letdown', 'hop', 'see', 'filmbr', 'timberlake', 'ought', 'stay', 'music', 'industry', 'portrayal', 'young', 'journalist', 'poorly', 'act', 'unpersuasive', 'movie', 'typical', 'action', 'movie', 'least', 'initially', 'bear', 'resemblance', 'corrupt', 'police', 'affairs', 'la', 'experience', 'past', 'action', 'movie', 'share', 'shootemup', 'scenes', 'blood', 'gut', 'scenes', 'typically', 'unrealistic', 'painfully', 'predictable', 'watch', 'begin', 'movie', 'little', 'suspense', 'happen', 'end', 'think', 'would', 'typically', 'expect', 'goodcopsbadcops', 'conflict', 'bear', 'little', 'resemblance', 'real', 'police', 'shootoutbr', 'irk', 'way', 'timberlakes', 'character', 'behave', 'shootout', 'scenes', 'start', 'gun', 'use', 'finally', 'get', 'around', 'use', 'one', 'fire', 'hes', 'fire', 'gun', 'whole', 'life', 'run', 'bullets', 'doesnt', 'gun', '30', 'second', 'later', 'without', 'move', 'anything', 'suddenly', '2', 'fully', 'load', 'gun', 'extra', 'ammo', 'little', 'plot', 'errors', 'like', 'really', 'ruin', 'movie', 'mebr', 'look', 'blatantly', 'fictional', 'plot', 'fantasy', 'world', 'everything', 'turn', 'okay', 'youll', 'probably', 'love', 'movie', 'personally', 'doesnt', 'matter', 'kind', 'movie', 'long', 'realistic', 'make', 'believe', 'story', 'true', 'story', 'obviously', 'fictional', 'many', 'aspects', 'come', 'away', 'feel', 'unsatisfied']",negative,[0. 0. 0. ... 0. 0. 0.]
"['havent', 'see', 'funny', 'show', 'fox', 'long', 'time', 'wait', 'worth', 'kid', 'show', 'something', 'relate', 'every', 'episode', 'even', 'dad', 'sit', 'watch', 'show', 'age', 'doesnt', 'dumb', 'kid', 'like', 'still', 'stand', 'next', 'level', 'stuff', 'everyone', 'say', 'stuff', 'everyone', 'say', 'action', 'everyone', 'say', 'stuff', 'think', 'well', 'round', 'way', 'presentation', 'first', 'time', 'saw', 'show', 'could', 'believe', 'fox', 'allow', 'stay', 'air', 'episodes', 'hilarys', 'boyfriend', 'choices', 'kennys', 'boyfriend', 'choices', 'well', 'worth', 'watch']",positive,[0. 0. 0. ... 0. 0. 0.]
